4.03,034.32848216,+33.84732099,4.040,4.009,0.019,-.02
5.75,034.49925395,+57.89980835,7.300,5.884,1.175,1.14
5.60,034.50510951,+01.75689975,6.313,5.665,0.588,0.66
5.99,034.51916463,+57.51632574,7.324,6.109,1.039,1.01
5.58,034.53144339,+19.90116135,5.587,5.576,0.011,0.03
5.29,034.73745342,+28.64267411,5.327,5.297,0.037,0.05
5.31,034.82019851,+47.37998782,5.319,5.314,0.006,0.03
5.81,034.97602796,-55.94484169,7.864,5.991,1.570,1.58
5.57,035.24238707,+50.15154156,5.466,5.552,-0.089,-.07
4.08,035.43759585,-68.65942390,4.134,4.085,0.034,0.04
5.29,035.48597927,+00.39569203,7.438,5.494,1.648,2.03
5.43,035.50600237,-10.77733458,5.863,5.472,0.364,0.43
5.89,035.52073828,-17.66202807,7.500,6.021,1.231,1.20
5.42,035.55169522,-00.88474037,5.806,5.460,0.335,0.39
5.16,035.58930899,+55.84565637,5.580,5.236,0.369,0.56
5.19,035.63508730,-23.81631542,5.943,5.265,0.608,0.68
5.81,035.70984185,+41.39653472,6.136,5.832,0.289,0.33
5.99,035.71864225,-73.64582097,7.403,6.111,1.088,1.01
5.90,035.72772659,-51.09228926,6.156,5.927,0.213,0.24
5.19,036.10372497,+50.00663318,6.434,5.295,0.979,0.96
5.48,036.20435282,+10.61059804,5.343,5.462,-0.098,-.08
5.36,036.22497693,-60.31162902,5.828,5.410,0.395,0.46
4.73,036.40583743,+50.27866588,6.750,4.900,1.532,1.58
4.88,036.48755111,-12.29045200,4.841,4.867,-0.027,-.01
5.88,036.50156687,-15.34111517,6.037,5.875,0.116,0.12
5.89,036.64651715,-20.04286354,7.499,6.025,1.247,1.14
4.24,036.74627081,-47.70382692,4.073,4.221,-0.136,-.11
5.55,036.86578353,+31.80134872,6.994,5.682,1.114,1.08
5.13,037.00704179,-33.81105246,5.240,5.141,0.089,0.10
4.30,037.03965786,+08.46008870,4.232,4.273,-0.053,-.06
5.29,037.04162643,+29.66953828,5.653,5.326,0.311,0.36
5.89,037.20224439,+29.93158402,6.614,5.968,0.591,0.69
4.46,037.26661741,+67.40238385,4.664,4.496,0.153,0.17
5.88,037.63464227,+25.23521368,6.373,5.937,0.412,0.48
6.00,037.68847239,+00.25587583,6.211,6.026,0.168,0.18
5.27,037.87534312,+02.26720689,6.917,5.406,1.271,1.25
5.27,037.91716991,-79.10924959,6.529,5.381,0.981,0.98
1.97,037.94614689,+89.26413805,2.756,2.067,0.636,0.70
